EventId,EventName,EventType,WeekRange,DayRange,TimeSlot,LocationId,ParticipantNpcIds,RiskLevel,TriggerWeight,AiTextPolicy,HistoryRecordPolicy,RequiredConditions,Description
daily_police_routine,警局日常,Daily,Any,Any,Afternoon,police_station,"xu_mingchuan;zhao_shouzheng",Low,150,DialogueAllowed,Minimum,,许明川和赵守正处理日常案件
daily_port_life,港口日常,Daily,Any,Any,Morning,port,"he_laosan;chen_haisheng",Low,180,None,Minimum,,港口的日常装卸和渔民生活
daily_wine_bar_night,酒屋夜话,Daily,Any,Any,Night,wine_bar,"lin_yueqin;chen_haisheng;he_laosan",Low,200,None,Minimum,,小镇男人们晚上在酒屋喝酒聊天
daily_school_life,学校日常,Daily,Any,Any,Day,school,"lin_chaoyin;chen_yuanzhou;xu_qing",Low,250,DialogueAllowed,Minimum,,高中生的日常学习和课间
daily_bookstore_browse,书店浏览,Daily,Any,Any,Afternoon,bookstore,"zhou_xingzhi;lin_chaoyin",Low,170,DialogueAllowed,Minimum,,旧书店是喜欢安静的人常去的地方
daily_keke_comfort,可可安慰,Daily,Any,Any,Afternoon,coffee_shop,"ye_keke;any_npc",Low,220,DialogueAllowed,Minimum,,叶可可总是在咖啡店安慰心情不好的人
daily_suwan_family,苏婉家庭时间,Daily,W2-W8,Any,Evening,residence,"su_wan;chen_yuanzhou",Low,160,DialogueAllowed,Minimum,,苏婉与儿子的温馨家庭时间
daily_xuqing_sick,许晴身体不适,Daily,W3-W8,Any,Any,clinic,"xu_qing;jiang_xueyi",Low,150,DialogueAllowed,Minimum,,许晴经常头痛找江雪仪治疗
daily_zhao_advice,赵守正的经验,Daily,W2-W8,Any,Afternoon,police_station,"zhao_shouzheng;xu_mingchuan",Low,140,DialogueAllowed,Minimum,,赵守正向许明川传授小镇生存智慧
daily_helaosan_secret,何老三的秘密,Daily,W2-W8,Any,Night,port,"he_laosan;gu_chenzhou",Medium,120,None,Minimum,,何老三深夜在港口帮顾沉舟装卸神秘货物
daily_huiyuan_count,慧圆数钱,Daily,Any,Any,Night,temple,huiyuan,Low,100,None,Minimum,,慧圆每天深夜在寺庙清点香火钱
daily_jiang_drug_test,江雪仪试药,Daily,W2-W8,Any,Night,clinic,jiang_xueyi,Medium,110,None,Minimum,,江雪仪深夜在诊所试配新药
daily_gus_meditation,顾沉舟冥想,Daily,Any,Any,Night,beach,gu_chenzhou,Low,90,None,Minimum,,顾沉舟深夜在海滩冥想，等待"神明"指引
daily_mother_daughter,母女日常,Daily,Any,Any,Evening,residence,"lin_chaoyin;lin_yueqin",Low,180,DialogueAllowed,Minimum,,林潮音与母亲复杂的母女关系日常
